x,y
9.456113621,9.503425131
9.458402804,9.503796212
9.45943605,9.504137142
9.459996736,9.506056055
9.460970973,9.507150478
9.462472132,9.507586869
9.462726452,9.507660396
9.462837264,9.507735303
9.463272611,9.507860473
9.465103563,9.508047739
9.465951197,9.508758705
9.467721394,9.510257855
9.46957402,9.510553399
9.469819108,9.511185422
9.470056697,9.511681751
9.470159073,9.512058927
9.470887332,9.512439836
9.470929923,9.513157095
9.471216573,9.513981171
9.471602349,9.514039512
9.472539437,9.514526424
9.472689739,9.516712691
9.473308721,9.516781766
9.474580524,9.517416333
9.474675077,9.517475921
9.478536508,9.518547207
9.47915944,9.519008298
9.479326629,9.519035232
9.481382117,9.519301012
9.482597258,9.519799452
9.484175976,9.520045615
9.484381596,9.52062668
9.4847958,9.520758122
9.484985193,9.520911778
9.487354488,9.522674828
9.487376846,9.524969733
9.487653158,9.525555414
9.491616509,9.526480852
9.491617154,9.527424054
9.491894605,9.528421257
9.492040531,9.52865108
9.492641967,9.529529701
9.493608665,9.530137151
9.494513704,9.53053651
9.500263328,9.530617959
9.501558042,9.530978881
9.501591919,9.531022687
9.502374946,9.531293813
9.502605892,9.531378748
9.502984104,9.531573153
9.503440931,9.532238705
9.503613016,9.532860825
9.507779456,9.53419591
9.507802348,9.534585533
9.507827056,9.535288819
9.507849003,9.53704833
9.510129476,9.537317891
9.510548287,9.537605034
9.51109029,9.537738844
9.51128309,9.539033806
9.512387549,9.539569268
9.513021712,9.539743126
9.513129531,9.540263669
9.513156496,9.540699528
9.514416757,9.541951452
9.514544625,9.543188919
9.514751313,9.543464684
9.515236454,9.544263686
9.515369452,9.544332855
9.51678384,9.544359355
9.516973263,9.545519649
9.517485019,9.546515071
9.517510631,9.549001404
9.518189173,9.549311997
9.51883468,9.549466534
9.520129269,9.549953959
9.52058322,9.549972063
9.52193937,9.55018
9.523314695,9.551483127
9.526675762,9.551501969
9.526742369,9.552421958
9.526914362,9.552906756
9.527417024,9.554351778
9.52760277,9.554465847
9.527940743,9.554722028
9.528201934,9.555774783
9.528766274,9.555911785
9.529041594,9.55606306
9.531828907,9.556174689
9.533581995,9.561922589
9.533925683,9.562036624
9.534358103,9.562483959
9.534581189,9.562499794
9.53488304,9.563291752
9.535182333,9.56419406
9.535299858,9.564423695
9.537404968,9.565121358
9.537605212,9.565207968
9.538235875,9.566122521
9.538875966,9.566738089
9.539650684,9.56747321
9.540071677,9.56902236
9.541111003,9.569202752
9.541492296,9.569384592
9.542773142,9.570546172
9.543586273,9.570704581
9.543897054,9.571428599
9.544086141,9.572148865
9.544159098,9.573197463
9.544575128,9.574137186
9.545499939,9.574750873
9.546586516,9.57558955
9.546882712,9.576155249
9.547503936,9.577046392
9.547650778,9.577057791
9.547807234,9.578478103
9.547889463,9.579981581
9.547978242,9.580799914
9.548632853,9.584681277
9.548792623,9.584734005
9.551990582,9.585741186
9.552087186,9.58631258
9.552150902,9.588030263
9.552535702,9.588863661
9.552623554,9.590982811
9.55343273,9.591608263
9.554502881,9.59434116
9.556192444,9.59449503
9.557208718,9.59474688
9.560796517,9.595548759
9.561309528,9.595702108
9.561613768,9.596988292
9.561834117,9.597225076
9.562587353,9.597902648
9.563652917,9.598502848
9.563733079,9.598813612
9.564048215,9.598869686
9.565838444,9.601532368
9.566175678,9.601537623
9.569610736,9.601627801
9.569827025,9.604637519
9.570945298,9.604829752
9.572025002,9.605697285
9.572214323,9.605917958
9.572891555,9.607518733
9.573291338,9.608462396
9.574112233,9.611032925
9.574514057,9.61218461
9.574672347,9.613663078
9.575424597,9.615163526
9.576109287,9.615215728
9.576147878,9.615252792
9.576535147,9.615928003
9.576609411,9.616628105
9.576928912,9.616917827
9.577837032,9.619922365
9.577846922,9.620061559
9.57843394,9.621501445
9.579450676,9.623444801
9.579997864,9.626288063
9.580786228,9.626466484
9.580799713,9.627182344
9.58112854,9.62896779
9.581613345,9.633655906
9.582194222,9.634935074
9.582362018,9.634939406
9.582542717,9.635091802
9.583001053,9.638484362
9.583310755,9.639607043
9.583483895,9.640594671
9.584385053,9.640981101
9.58440126,9.641901496
9.586045585,9.642373563
9.587457126,9.643316458
9.587604749,9.644084982
9.588047306,9.644944932
9.588537492,9.646002124
9.589578588,9.646460028
9.590825701,9.647703238
9.591347799,9.647903974
9.591635533,9.649603456
9.591917824,9.649665426
9.592647387,9.652836531
9.593516946,9.654046963
9.595693802,9.654290572
9.596620813,9.655832446
9.597565408,9.656244769
9.597618922,9.656438689
9.598461406,9.65713569
9.59849313,9.657190281
9.598519866,9.65900346
9.59995551,9.661767
9.600352197,9.664786881
9.600711535,9.666428644
9.602097687,9.667265542
9.602106338,9.671266178
9.602353003,9.671355306
9.603773893,9.672100286
9.60446729,9.672750447
9.605271254,9.673233242
9.606251372,9.676422055
9.607491644,9.676625031
9.608486267,9.678949407
9.609211995,9.680089039
9.609233601,9.683992702
9.609351297,9.68521281
9.610484154,9.685722273
9.611261107,9.688899353
9.612132073,9.689012558
9.612710879,9.689321309
9.612734923,9.689880397
9.613589657,9.689887897
9.613640525,9.692176979
9.613683614,9.693484258
9.613990658,9.694262046
9.614231754,9.696781096
9.614641286,9.697190661
9.615400396,9.700720447
9.616079758,9.700985348
9.616200081,9.706145576
9.616449237,9.707827137
9.61724115,9.710347531
9.617433509,9.711117808
9.617626831,9.711383801
9.619060725,9.713273226
9.61946604,9.713672633
9.619809563,9.715219555
9.620391123,9.717975343
9.620710295,9.71924388
9.62209065,9.72106419
9.622149416,9.722745793
9.622936297,9.723721856
9.623999475,9.724305589
9.624186278,9.724308056
9.624230956,9.725557683
9.624944075,9.72627976
9.625435406,9.728124631
9.626621057,9.728575271
9.627104973,9.731277065
9.627367807,9.731772716
9.627480169,9.73305863
9.62819312,9.733286397
9.628439072,9.73398026
9.628902276,9.734528362
9.62958022,9.734715375
9.629621346,9.735654039
9.630127084,9.736510092
9.63033449,9.738722954
9.630871191,9.740886406
9.63102215,9.74375343
9.631586494,9.744736239
9.632231855,9.745224077
9.632329644,9.746475058
9.633993901,9.747704687
9.634092,9.753516755
9.635375649,9.753948418
9.636119642,9.755736498
9.636214922,9.757428735
9.636968108,9.760373881
9.63764904,9.762101319
9.639012937,9.762450662
9.639192092,9.763296781
9.6392119,9.763310911
9.639305432,9.763377452
9.639984252,9.764059505
9.64046826,9.764756494
9.640631908,9.765345913
9.640917365,9.765801385
9.641495243,9.765865963
9.642078276,9.766309797
9.642226269,9.766367851
9.642259766,9.767019237
9.64352218,9.767316971
9.644663745,9.767739631
9.645272175,9.768337622
9.645810288,9.76865383
9.645836482,9.768912039
9.646145562,9.76897001
9.646975018,9.770475927
9.647105154,9.773994071
9.648509719,9.774963405
9.648737048,9.77640743
9.648894672,9.778908661
9.649239077,9.778952637
9.650277904,9.779348051
9.650684753,9.782092986
9.651272763,9.782541174
9.652456005,9.783307064
9.652548839,9.783529061
9.652559387,9.784216267
9.652603989,9.785106444
9.653020517,9.786293995
9.653389731,9.789298659
9.654458373,9.789608835
9.655301075,9.790662705
9.656500375,9.791139641
9.657115973,9.791732287
9.657421057,9.79182171
9.658268962,9.793201268
9.659318411,9.793470037
9.659585163,9.794285193
9.660057927,9.795087563
9.66013244,9.795181354
9.660784193,9.795612117
9.661832823,9.797897906
9.662244452,9.798113886
9.662304574,9.798212927
9.662545797,9.800165096
9.663273552,9.800293909
9.66452332,9.800938469
9.664617253,9.802882253
9.665133935,9.804533178
9.667244778,9.804850366
9.667568829,9.805936321
9.668296443,9.807182751
9.668720919,9.807530812
9.668861585,9.808667318
9.668909199,9.808727316
9.668954453,9.808771224
9.668978233,9.809511868
9.669750105,9.810654837
9.670546664,9.810698233
9.670590674,9.811510588
9.671968467,9.812792418
9.672391771,9.814285243
9.673158066,9.814591608
9.673537445,9.818662408
9.674271204,9.818682846
9.674497448,9.818959288
9.674585007,9.819087275
9.675315252,9.8205724
9.675316732,9.820572512
9.675910997,9.821478932
9.675945468,9.82173432
9.676048937,9.821917675
9.676582041,9.824936835
9.677124597,9.825150993
9.677576424,9.825155765
9.677883784,9.828039178
9.678202419,9.828270825
9.678854875,9.829086422
9.678884611,9.829130979
9.679353937,9.829459793
9.680375944,9.829461717
9.680825638,9.829567515
9.682036136,9.829897449
9.683037762,9.83110004
9.683310494,9.831918429
9.683635955,9.832592598
9.683754248,9.832686818
9.684291885,9.834778315
9.686268405,9.835073808
9.687757342,9.838466873
9.689014262,9.839107628
9.689619895,9.841267835
9.689638212,9.841761523
9.689656688,9.843299073
9.690595822,9.845336262
9.690992221,9.84715002
9.691212698,9.84736731
9.691709612,9.848380123
9.692450936,9.849478949
9.694113422,9.850042899
9.694323649,9.850542244
9.694513901,9.851141623
9.694620546,9.851158512
9.695585138,9.852777819
9.696228739,9.85378851
9.696414245,9.853796839
9.698117342,9.854227312
9.699105863,9.85499785
9.700082672,9.855550137
9.700102614,9.8557655
9.705057627,9.856069938
9.705350122,9.856142233
9.705973949,9.856261646
9.70703235,9.857009209
9.707238534,9.857404748
9.707290868,9.857712717
9.707398785,9.859263254
9.707488457,9.860006269
9.707660924,9.861614944
9.708552283,9.861932809
9.709170057,9.864098535
9.709894796,9.864340172
9.710900123,9.864502246
9.711188578,9.8645756
9.712409448,9.864706496
9.712965842,9.864965685
9.713534021,9.865060432
9.713897017,9.865162904
9.714067917,9.865587895
9.714303185,9.867260502
9.714482538,9.867631876
9.714497896,9.869514243
9.715836537,9.869816502
9.716215193,9.870393865
9.716548861,9.87059146
9.716643828,9.870660376
9.717674787,9.87139322
9.717870725,9.871540522
9.718666894,9.873093381
9.718878353,9.873215238
9.719803524,9.873254925
9.720027893,9.874509791
9.720182932,9.875131868
9.720273301,9.875159356
9.720742625,9.876354219
9.72094285,9.877124996
9.721668769,9.879178425
9.722612412,9.879879975
9.722963219,9.881022642
9.724391791,9.881316869
9.724963011,9.881584964
9.725419973,9.881774432
9.725433493,9.882534673
9.726264636,9.883773894
9.726821294,9.885187104
9.727577753,9.885685338
9.727692933,9.885790327
9.728286101,9.885974217
9.731089149,9.886046812
9.731106923,9.886307066
9.73238083,9.886408801
9.733709407,9.886482055
9.735037716,9.887209322
9.736656428,9.888281421
9.737278584,9.88840416
9.73757625,9.888521082
9.738547458,9.889098487
9.739433256,9.889419784
9.739898813,9.88942121
9.740201413,9.889448263
9.740418085,9.889591221
9.740597787,9.889755444
9.741300443,9.889799486
9.742369656,9.890521463
9.742491944,9.890932723
9.744611365,9.891175445
9.744667268,9.891575619
9.745230377,9.892504884
9.745273804,9.89299302
9.745321984,9.893540872
9.747561718,9.893973336
9.74847109,9.894390141
9.749158477,9.894708579
9.74926121,9.894800565
9.749437889,9.895210323
9.75009533,9.895600155
9.750499956,9.895874088
9.750728574,9.896993307
9.750844381,9.897262289
9.750981268,9.898507162
9.750983752,9.898509592
9.751122358,9.898905491
9.751511046,9.900105526
9.753076305,9.90032231
9.753520978,9.900905441
9.753533118,9.901468945
9.756707551,9.902081439
9.757006608,9.902785436
9.757022871,9.903493051
9.757812161,9.904092942
9.758223656,9.904488579
9.759711855,9.904521739
9.759714067,9.904711276
9.761694736,9.906067128
9.763102262,9.906718591
9.763444671,9.907681796
9.765140459,9.907873694
9.76515806,9.907957144
9.766449573,9.908572836
9.767444447,9.910432622
9.767870604,9.911086957
9.768185141,9.913866195
9.771612169,9.914702177
9.772372899,9.915345941
9.772404612,9.915515577
9.772801624,9.916146016
9.772919954,9.916586703
9.774431008,9.917233723
9.774772377,9.917415793
9.774862583,9.917517284
9.775813599,9.918613508
9.776104525,9.918713808
9.778138627,9.918740028
9.779282815,9.919367457
9.779316115,9.919377509
9.781244731,9.920102615
9.783388717,9.920214296
9.783931083,9.920548034
9.784121397,9.921976823
9.784227046,9.922015331
9.784418353,9.923071516
9.784777641,9.923150844
9.785017494,9.923425442
9.785371915,9.924118407
9.785967682,9.924215768
9.786391928,9.924924853
9.786652644,9.924964269
9.7873383,9.926155935
9.788514528,9.926411874
9.789668319,9.92664704
9.789939336,9.927971071
9.790477578,9.928726522
9.791247056,9.929027814
9.793036321,9.929078582
9.793469793,9.929130304
9.794489686,9.929216733
9.794515783,9.929346045
9.795923114,9.929837047
9.796372677,9.930872688
9.796661047,9.931076905
9.797434791,9.93151368
9.798411253,9.931856733
9.798609438,9.93211746
9.798831937,9.932380795
9.799051334,9.932876734
9.799506024,9.93344665
9.800761768,9.933487002
9.802069681,9.933823806
9.802125543,9.935336626
9.802297699,9.935384438
9.802632575,9.935823713
9.804197787,9.935864966
9.807152598,9.936606738
9.807489288,9.936926069
9.808181682,9.936944724
9.811236885,9.937128811
9.811262159,9.937474081
9.811742041,9.937644615
9.812385019,9.938047205
9.812423322,9.938138283
9.813761562,9.938244758
9.81394912,9.939466764
9.814122623,9.941058279
9.814548861,9.941464606
9.816497094,9.942106776
9.81671214,9.942761438
9.817778981,9.943453761
9.818350249,9.943613345
9.819416009,9.944223533
9.819478709,9.94464548
9.820046834,9.944922921
9.820137033,9.944979509
9.824410064,9.945230278
9.825894581,9.945260716
9.826138016,9.945449113
9.826713296,9.945508134
9.826740794,9.945643232
9.826988479,9.946105795
9.827450926,9.946538248
9.827636447,9.947466546
9.827741254,9.947737517
9.832110645,9.948226703
9.832874768,9.949450973
9.833126434,9.949638585
9.834124991,9.949838448
9.83710977,9.94993159
9.837116416,9.950833161
9.838092233,9.951206048
9.839025785,9.951327131
9.84035992,9.951689697
9.840533259,9.951993317
9.841183513,9.952865607
9.841326821,9.95372811
9.842209041,9.953920355
9.843236213,9.954477444
9.84350152,9.954525676
9.844914998,9.954544155
9.845514516,9.955353379
9.845838465,9.956047816
9.846457343,9.957783159
9.846601489,9.958000018
9.846961657,9.958107925
9.847815253,9.958448301
9.849981937,9.958460944
9.850932076,9.958606163
9.852018154,9.959516426
9.852066765,9.960172415
9.852142248,9.960511221
9.856424463,9.961521349
9.858810331,9.961601104
9.859882389,9.96178023
9.860348349,9.962516463
9.861578475,9.962612289
9.862724493,9.962718102
9.863006941,9.962796187
9.864410187,9.96681995
9.865212618,9.96689984
9.867370133,9.967213258
9.870698866,9.967224354
9.871650064,9.967779318
9.871830907,9.968411751
9.871863635,9.968572728
9.873532481,9.969061857
9.873968722,9.969122585
9.874347468,9.969763925
9.875413413,9.970195684
9.875415711,9.970711391
9.875748612,9.971798485
9.876468731,9.971925101
9.876550198,9.972052739
9.877902888,9.972868228
9.879430301,9.972979459
9.880313715,9.973487903
9.880758757,9.973993809
9.884048251,9.9747305
9.884475437,9.975390873
9.884550614,9.975822218
9.885679826,9.976411814
9.88574388,9.976809577
9.886532823,9.977444309
9.88708851,9.978443476
9.887680058,9.979501551
9.888164688,9.980077628
9.888252961,9.98281164
9.888300339,9.9828488
9.889579182,9.983558713
9.890360279,9.983961544
9.891160012,9.985172862
9.89231808,9.985760773
9.892974328,9.987256273
9.893298032,9.987697816
9.897275462,9.989627963
9.898052855,9.989736677
9.898245674,9.989914625
9.902852158,9.990481281
9.903301816,9.99058966
9.903448976,9.991498835
9.904263723,9.991666246
9.904395686,9.992145358
9.904965241,9.992569829
9.905642769,9.992829295
9.906791491,9.994717075
9.911097703,9.996912126
9.912414066,9.997048305
9.912899218,9.997662951
9.912993199,9.99781932
9.914205052,9.998953891
9.9142639,9.999622943
9.91496077,10.00144625
9.916384008,10.00226355
9.917389853,10.00331309
9.920839395,10.00437865
9.922534277,10.00441573
9.925407231,10.00444206
9.925730002,10.00492171
9.926756529,10.00541912
9.928083256,10.005625
9.928324064,10.00776087
9.928353654,10.00785986
9.932424829,10.00888406
9.932489126,10.01026698
9.933540053,10.0124186
9.935740563,10.01292858
9.938868426,10.01420093
9.939418747,10.01754452
9.939835449,10.01846061
9.939877292,10.0185694
9.943091617,10.02099233
9.945562025,10.02179459
9.951555006,10.02250053
9.952153089,10.02277679
9.953354456,10.02343489
9.954054317,10.02377249
9.954766833,10.02444692
9.955933443,10.02499674
9.960811398,10.0256121
9.963136169,10.02636878
9.964807111,10.02758676
9.965659126,10.02773052
9.968138683,10.02894791
9.977282692,10.02899231
9.977779839,10.03126528
9.978640171,10.03213337
9.983931265,10.03341433
9.986039284,10.03371023
9.987710646,10.03434968
9.991238647,10.03438887
9.996494583,10.03569072
9.996705486,10.03767606
9.997133635,10.0398471
10.00215281,10.04102808
10.00308565,10.04163027
10.00345977,10.04451064
10.00397644,10.04457484
10.00741637,10.04511154
10.01199702,10.04837335
10.01273601,10.05005035
10.01357326,10.05087293
10.0146434,10.0536923
10.01903072,10.05457406
10.02111486,10.05794969
10.02312399,10.05795512
10.02524563,10.059612
10.02661578,10.06055865
10.03027357,10.06112202
10.03691458,10.06294734
10.04343614,10.06580406
10.04354414,10.06599626
10.04563717,10.07096451
10.04652711,10.07834881
10.05760506,10.07927311
10.06892352,10.08296405
10.08036583,10.08296585
10.08189814,10.08387775
10.08958509,10.0844048
10.09088051,10.0857518
10.09521476,10.08805484
10.0973564,10.0905687
10.10394316,10.09125534
10.13192225,10.09718644
10.1582949,10.10598219
10.18514359,10.14228801
